tweet_id;timestamp;sentiment_score
1444406645728022528;2021-10-02 20:59:14+00:00;0.3595
1444406363606683652;2021-10-02 20:58:07+00:00;0.8172
1444405702508912640;2021-10-02 20:55:29+00:00;-0.2023
1444404916919803907;2021-10-02 20:52:22+00:00;0.8313
1444404592901562374;2021-10-02 20:51:05+00:00;0.0
1444404349912952835;2021-10-02 20:50:07+00:00;-0.3612
1444403995183886338;2021-10-02 20:48:42+00:00;0.5574
1444401603100905473;2021-10-02 20:39:12+00:00;-0.5267
1444400947237728260;2021-10-02 20:36:36+00:00;0.6458
1444400407875313666;2021-10-02 20:34:27+00:00;0.0
1444398968817864706;2021-10-02 20:28:44+00:00;-0.5574
1444398135250493449;2021-10-02 20:25:25+00:00;0.5106
1444398034222080001;2021-10-02 20:25:01+00:00;0.6816
1444398028316725248;2021-10-02 20:25:00+00:00;0.0
1444397962566594563;2021-10-02 20:24:44+00:00;0.8882
1444397882740776962;2021-10-02 20:24:25+00:00;0.7739
1444397620491964416;2021-10-02 20:23:22+00:00;0.0
1444397545376133125;2021-10-02 20:23:05+00:00;-0.7481
1444397459611045890;2021-10-02 20:22:44+00:00;0.128
1444397317478621188;2021-10-02 20:22:10+00:00;0.5106
1444396771908726797;2021-10-02 20:20:00+00:00;0.0
1444396769949880322;2021-10-02 20:20:00+00:00;0.5859
1444396550910775297;2021-10-02 20:19:07+00:00;-0.0772
1444396222828122115;2021-10-02 20:17:49+00:00;0.5106
1444396056544960517;2021-10-02 20:17:10+00:00;0.0
1444395570282614791;2021-10-02 20:15:14+00:00;0.0
1444395305835827200;2021-10-02 20:14:11+00:00;0.0
1444394489028743171;2021-10-02 20:10:56+00:00;0.5106
1444394409131380736;2021-10-02 20:10:37+00:00;-0.7481
1444394340122611720;2021-10-02 20:10:20+00:00;0.7739
1444394274095783941;2021-10-02 20:10:05+00:00;0.0
1444394253606703104;2021-10-02 20:10:00+00:00;0.4767
1444394252763602945;2021-10-02 20:10:00+00:00;0.5106
1444394208467603460;2021-10-02 20:09:49+00:00;0.0
1444393870968696832;2021-10-02 20:08:29+00:00;0.34
1444392663277527047;2021-10-02 20:03:41+00:00;0.5411
1444392578368122884;2021-10-02 20:03:20+00:00;0.0
1444390231273361414;2021-10-02 19:54:01+00:00;0.296
1444389661275607041;2021-10-02 19:51:45+00:00;-0.0258
1444388265381879808;2021-10-02 19:46:12+00:00;0.4404
1444388252203507713;2021-10-02 19:46:09+00:00;0.8176
1444387975371104258;2021-10-02 19:45:03+00:00;0.7339
1444387967540281346;2021-10-02 19:45:01+00:00;-0.4003
1444387373022842887;2021-10-02 19:42:39+00:00;0.5106
1444387287379349509;2021-10-02 19:42:19+00:00;-0.7481
1444386608204050433;2021-10-02 19:39:37+00:00;0.4939
1444386459801296902;2021-10-02 19:39:02+00:00;0.0
1444386154170798084;2021-10-02 19:37:49+00:00;0.0
1444385720039321607;2021-10-02 19:36:05+00:00;0.3736
1444384840116211712;2021-10-02 19:32:35+00:00;-0.3182
1444384282823245827;2021-10-02 19:30:23+00:00;0.3612
1444383736334782467;2021-10-02 19:28:12+00:00;0.5106
1444383578322874375;2021-10-02 19:27:35+00:00;0.0
1444383568860491783;2021-10-02 19:27:32+00:00;-0.7481
1444383404737323026;2021-10-02 19:26:53+00:00;0.5106
1444382934648098818;2021-10-02 19:25:01+00:00;0.1551
1444382909889081349;2021-10-02 19:24:55+00:00;0.3818
1444382129677275139;2021-10-02 19:21:49+00:00;0.0516
1444382097712447489;2021-10-02 19:21:42+00:00;0.0
1444381367953813504;2021-10-02 19:18:48+00:00;0.126
1444380969788526596;2021-10-02 19:17:13+00:00;0.0
1444380881251098631;2021-10-02 19:16:52+00:00;0.0
1444379279324680194;2021-10-02 19:10:30+00:00;0.0
1444378875048329217;2021-10-02 19:08:53+00:00;0.6124
1444378446642155527;2021-10-02 19:07:11+00:00;-0.6908
1444378104718311427;2021-10-02 19:05:50+00:00;0.0
1444378039199096837;2021-10-02 19:05:34+00:00;0.0
1444376830090285064;2021-10-02 19:00:46+00:00;0.0
1444376774490693642;2021-10-02 19:00:32+00:00;-0.1027
1444376652666920965;2021-10-02 19:00:03+00:00;0.6166
1444375499216621570;2021-10-02 18:55:28+00:00;0.4003
1444375111260332034;2021-10-02 18:53:56+00:00;0.0
1444374222625669121;2021-10-02 18:50:24+00:00;-0.6399
1444374036666929154;2021-10-02 18:49:40+00:00;0.0
1444374007290105857;2021-10-02 18:49:33+00:00;-0.34
1444373435799379973;2021-10-02 18:47:16+00:00;0.0
1444372756456427524;2021-10-02 18:44:34+00:00;0.8494
1444372717831081990;2021-10-02 18:44:25+00:00;-0.0572
1444372680984055813;2021-10-02 18:44:16+00:00;0.0
1444372676991229955;2021-10-02 18:44:15+00:00;0.0258
1444372538453278726;2021-10-02 18:43:42+00:00;0.9231
1444372233133207554;2021-10-02 18:42:30+00:00;0.0
1444372185653645321;2021-10-02 18:42:18+00:00;0.4782
1444371728176713734;2021-10-02 18:40:29+00:00;-0.4648
1444371693548548104;2021-10-02 18:40:21+00:00;-0.6249
1444371692479033347;2021-10-02 18:40:21+00:00;0.5106
1444371631095394310;2021-10-02 18:40:06+00:00;0.7269
1444371202731134982;2021-10-02 18:38:24+00:00;0.7783
1444371045075521541;2021-10-02 18:37:46+00:00;0.6486
1444370814523092992;2021-10-02 18:36:51+00:00;0.0
1444370753915260930;2021-10-02 18:36:37+00:00;0.0
1444370086719107074;2021-10-02 18:33:58+00:00;0.0
1444369980498251787;2021-10-02 18:33:33+00:00;0.0
1444369524757876745;2021-10-02 18:31:44+00:00;0.5859
1444369476804386817;2021-10-02 18:31:33+00:00;0.0
1444369423188566016;2021-10-02 18:31:20+00:00;-0.1531
1444369301000052736;2021-10-02 18:30:51+00:00;-0.412
1444369089284222978;2021-10-02 18:30:00+00:00;0.34
1444369089280024577;2021-10-02 18:30:00+00:00;0.0
1444369088495722500;2021-10-02 18:30:00+00:00;-0.128
1444368786107219972;2021-10-02 18:28:48+00:00;0.0
1444368646533525508;2021-10-02 18:28:15+00:00;0.6188
1444368280853024768;2021-10-02 18:26:47+00:00;0.0
1444368118441299978;2021-10-02 18:26:09+00:00;0.022
1444367861724729355;2021-10-02 18:25:07+00:00;0.3182
1444367836500135939;2021-10-02 18:25:01+00:00;0.3434
1444367791872688131;2021-10-02 18:24:51+00:00;0.8885
1444367670921543690;2021-10-02 18:24:22+00:00;0.0
1444367423658995724;2021-10-02 18:23:23+00:00;0.8074
1444367155643002887;2021-10-02 18:22:19+00:00;0.0
1444366904076881926;2021-10-02 18:21:19+00:00;0.6514
1444366804290260997;2021-10-02 18:20:55+00:00;0.4767
1444366774577909768;2021-10-02 18:20:48+00:00;0.3612
1444366736803966976;2021-10-02 18:20:39+00:00;0.2023
1444366727983292417;2021-10-02 18:20:37+00:00;0.3274
