,sentiment_score,open_change+1,open_change+2,open_change+3,open_change+4,open_change+5
22,-0.0772,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
23,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
24,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
25,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
26,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
27,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
28,-0.7481,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
29,0.7739,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
30,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
31,0.4767,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
32,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
33,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
34,0.34,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
35,0.5411,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
36,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
37,0.296,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
38,-0.0258,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
39,0.4404,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
40,0.8176,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
41,0.7339,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
42,-0.4003,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
43,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
44,-0.7481,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
45,0.4939,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
46,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
47,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
48,0.3736,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
49,-0.3182,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
50,0.3612,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
51,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
52,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
53,-0.7481,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
54,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
55,0.1551,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
56,0.3818,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
57,0.0516,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
58,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
59,0.126,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
60,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
61,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
62,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
63,0.6124,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
64,-0.6908,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
65,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
66,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
67,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
68,-0.1027,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
69,0.6166,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
70,0.4003,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
71,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
72,-0.6399,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
73,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
74,-0.34,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
75,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
76,0.8494,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
77,-0.0572,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
78,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
79,0.0258,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
80,0.9231,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
81,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
82,0.4782,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
83,-0.4648,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
84,-0.6249,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
85,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
86,0.7269,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
87,0.7783,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
88,0.6486,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
89,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
90,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
91,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
92,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
93,0.5859,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
94,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
95,-0.1531,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
96,-0.412,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
97,0.34,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
98,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
99,-0.128,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
100,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
101,0.6188,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
102,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
103,0.022,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
104,0.3182,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
105,0.3434,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
106,0.8885,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
107,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
108,0.8074,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
109,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
110,0.6514,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
111,0.4767,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
112,0.3612,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
113,0.2023,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
114,0.3274,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
115,0.9707,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
116,0.4404,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
117,-0.7003,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
118,0.5319,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
119,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
120,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
121,0.296,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
122,0.5319,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
123,-0.5319,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
124,0.9136,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
125,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
126,0.4767,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
127,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
128,0.6028,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
129,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
130,0.5562,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
131,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
132,0.3612,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
133,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
134,0.4939,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
135,-0.6789,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
136,0.4576,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
137,0.0772,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
138,0.9335,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
139,0.7865,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
140,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
141,-0.6771,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
142,0.3224,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
143,0.5719,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
144,-0.5752,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
145,0.4939,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
146,0.7398,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
147,0.8294,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
148,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
149,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
150,0.8543,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
151,-0.4019,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
152,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
153,0.1548,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
154,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
155,-0.6037,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
156,-0.2057,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
157,0.3732,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
158,-0.1531,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
159,0.0498,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
160,0.8176,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
161,0.87,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
162,-0.631,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
163,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
164,0.296,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
165,0.6908,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
166,0.8555,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
167,-0.357,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
168,0.2374,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
169,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
170,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
171,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
172,0.9136,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
173,0.128,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
174,0.4588,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
175,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
176,0.6816,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
177,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
178,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
179,0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
180,0.765,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
181,-0.0772,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
182,0.6588,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
183,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
184,0.6369,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
185,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
186,0.8306,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
187,0.3229,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
188,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
189,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
190,0.3818,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
191,-0.3818,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
192,0.5972,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
193,-0.128,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
194,-0.7798,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
195,0.0772,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
196,-0.7798,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
197,-0.3818,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
198,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
199,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
200,-0.1531,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
201,-0.2808,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
202,0.4404,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
203,0.4019,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
204,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
205,-0.5106,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
206,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
207,0.3818,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
208,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
209,-0.7798,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
210,-0.5046,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
211,-0.7798,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
212,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
213,0.7074,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
214,-0.4019,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
215,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
216,0.1551,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
217,0.6808,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
218,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
219,0.3612,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
220,0.5423,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
221,-0.4215,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
222,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
223,0.4926,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
224,0.4939,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
225,0.4588,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
226,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
227,0.1027,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
228,0.0258,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
229,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
230,0.7661,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
231,0.4466,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
232,0.3612,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
233,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
234,-0.4168,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
235,0.9042,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
236,0.6808,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
237,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
238,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
239,0.7712,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
240,-0.7034,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
241,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
242,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
243,0.4576,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
244,-0.4767,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
245,-0.1531,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
246,0.4019,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
247,0.7893,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
248,-0.1179,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
249,0.5719,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
250,-0.357,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
251,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
252,-0.2263,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
253,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
254,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
255,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
256,0.9442,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
257,0.5499,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
258,0.6997,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
259,0.875,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
260,0.6997,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
261,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
262,0.9081,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
263,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
264,0.0478,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
265,-0.1531,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
266,0.2263,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
267,0.0,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994,-1.760009999999994
